(''banco do brasil cobra restituicao de recursos de depositos judiciais do governo de minas'', ''Negative''),
(''delegada fala sobre o problema da delegacia de transito de governador valadares'', ''Neutral''),
(''delicia starbucks quer triplicar numero de lojas no pais incluindo bh economia estado de minas'', ''Neutral''),
(''depois de anos reunindo material e lancamos nosso primeiro poster com os anuros sapos pererecas e ras de'', ''Neutral''),
(''deputado cabo julio e condenado e fica inelegivel por anos politica estado de minas e asseclas'', ''Neutral''),
(''deputado major olimpio de sao paulo exalta chacinas na internet estado de minas'', ''Neutral''),
(''desastre ambiental em mg empresas pedem mais prazo para pagar r bi'', ''Neutral''),
(''desculpe disse que estava eleito mais um jovem deputado federal mas se pa temos ai algo maior governador de mg p'', ''Neutral''),
(''desertor do exercito da coreia do norte fala ao em sobre o regime imposto no pais internacional estado de minas'', ''Neutral''),
(''designan a edmundo ranero como nuevo secretario de movilidad – edomex informa noticias del estado de mexico'', ''Neutral''),
(''designer cria lista colaborativa com os ensaios dos blocos de carnaval de bh gerais estado de minas'', ''Neutral''),
(''despues de dias le dio mg a un estado en fb'', ''Neutral''),
(''devem ter jogado uma praga poderosa no pt visando exterminar o partido e seu legado positivo pra piorar mesmo'', ''Neutral''),
(''diante disto so resta aos mineiros que o elegeram aplaudir tal conduta que suas viagens aereas sejam abreviadas'', ''Neutral''),
(''dieese custo da cesta basica fica mais caro em economia estado de minas'', ''Neutral''),
(''disputa pelo comando da camara ja tem tres candidatos e promete ser acirrada politica estado de minas'', ''Neutral''),
(''donos de sorveterias aproveitam o verao para venderem mais em governador valadares'', ''Neutral''),
(''donos de veiculos enfrentam longas filas para ir ao detran de governador valadares'', ''Neutral''),
(''doria cria lei soninha contra atrasados estado de minas'', ''Neutral''),
(''doria tenta esconder morador de rua com tela estado de minas'', ''Neutral''),
(''dsp esta la puta esa que le da mg a todos los estado de el'', ''Neutral''),
(''durante coletiva realizada na tarde dessa segundafeira a secretaria de estado de saude de minas gerais'', ''Neutral''),
(''e de governador valadaresse liga na programacao curso atendimento ao cliente a de janeiro info em'', ''Neutral''),
(''e depois declara estado de calamidade em mg e compra helicopteros onde esta a crise'', ''Neutral''),
(''e em goias como esta a situacao banco do brasil cobra de minas r bilhao em depositos judiciaisc'', ''Neutral''),
(''e governo ainda quer indenizar a familia dos bandidos'', ''Neutral''),
(''e grave o estado de saude do atacante michael que disputou o brasileirao pelo america mg o carro em que estava colidiu com uma vaca'', ''Neutral''),
(''e muita falta de vergonha e principalmente de respeito pela populacao e assim e de outras maneiras que o nosso'', ''Neutral''),
(''e o governo de minas pelo mineirao hj alguns times pequenos ainda batem uma bolinha la'', ''Neutral''),
(''e realmente um infeliz e desgracado'', ''Neutral''),
(''eduardo cunha fica isolado em presidio do parana politica estado de minas'', ''Neutral''),
(''eduardo cunha pede ao stf a anulacao da cassacao na camara politica estado de minas'', ''Neutral''),
(''ei governo de mg cade voces abrindo os concursos publicos de'', ''Neutral''),
(''eleitores criticam maia por costurar apoio com o pt para presidencia da camara politica estado de minas'', ''Neutral''),
(''eles estao rindo de mim e de quem votou nele rindo dos professores dos medicos e dos demais servidores que'', ''Neutral''),
(''em era adotada a bandeira do estado de minas gerais'', ''Neutral''),
(''em pf e mp tentaram barrar crescimento do pcc em roraima nacional estado de minas'', ''Neutral''),
(''em discurso michel temer confude real com cruzeiro ao falar da moeda politica estado de minas'', ''Neutral''),
(''em duas semanas passei pelo estado de goias minas gerais sao paulo e rio de janeiro'', ''Neutral''),
(''em meio a crise carceraria padilha cita darcy ribeiro no twitter nacional estado de minas'', ''Neutral''),
(''em nota oficial michel temer lamenta morte de detentos em roraima nacional estado de minas'', ''Neutral''),
(''em qual estado vc mora mg'', ''Neutral''),
(''em site oficial farc negam vinculo com faccoes brasileiras nacional estado de minas'', ''Neutral''),
(''bom dia esta e a capa do estado de minas desta terca de janeiro de leia mais em'', ''Neutral''),
(''bom dia veja a capa da edicao digital do estado de minas de hoje de janeiro leia mais no'', ''Neutral''),
(''esta e a capa do estado de minas deste sabado saiba tudo em'', ''Neutral''),
(''estado amplia para o numero de casos suspeitos de em minas'', ''Neutral''),
(''empresa abandonou obras de prisao no tocantins denuncia promotoria nacional estado de minas'', ''Neutral''),
(''empresario relata momentos de terror sob a mira de uma arma em bh gerais estado de minas'', ''Neutral''),
(''encerrando esta semana dura de arturito bar cozinha in governador valadares minas gerais'', ''Neutral''),
(''encomendas a industria alema caem mais que o esperado em novembro estado de minas frankfurt as encomendas a'', ''Neutral''),
(''entao bora uai lfg in governador valadares minas gerais'', ''Neutral''),
(''equipamentos foram instalados em diferentes regioes do estado em fase experimental'', ''Neutral''),
(''es enserio que piden segunda para ir al telo por estado de facebook encima las minas comentan yoo aca'', ''Neutral''),
(''escala pagamento ipva no estado de minas gerais fique atento aos prazos'', ''Neutral''),
(''escandalo da odebrecht pode punir partido governista do equador diz eurasia internacional estado de minas'', ''Neutral''),
(''essa frase ta errada que decepcao bandeira do estado de minas gerais completa hoje anos que fora instituida oficial'', ''Neutral''),
(''esta e a capa do estado de minas deste sabado saiba tudo em'', ''Neutral''),
(''estado amplia para o numero de casos suspeitos de em minas'', ''Neutral''),
(''estado de minas ataque a lider da igreja mundial pastor valdemiro e transmitido ao vivo estado de minas sao paulo'', ''Neutral''),
(''estado de minas gerais tem como representante oficial da federacao brasileira de parataekwondo'', ''Neutral''),
(''estado de minas geraiscidade de juiz de fora'', ''Neutral''),
(''estado de minas febre amarela traz medo a minas'', ''Neutral''),
(''estado de minas surto de malaria em diamantina'', ''Neutral''),
(''estado de minas violencia avanca no interior de minas'', ''Neutral''),
(''estado de minas surto de febre amarela provoca corrida por vacinas no interior de minas'', ''Neutral''),
(''estado recomenda atencao especial contra malaria no vale do jequitinhonha gerais estado de minas'', ''Neutral''),
(''estou em governador valadaresmg na ieq com meu amigo hoje e amanha na confencia do espirito santo'', ''Neutral''),
(''eu nasci no fim do mundo de mg e achava q o estado todo era daquele jeito mas uberlandia eh top'', ''Neutral''),
(''eu queria ter a autoestima do aecio perdeu em minas p presidente governador e agora a prefeitura mas ainda acre'', ''Neutral''),
(''eu quero azul comeca venda de passagens de bh para buenos aires por r o trecho economia estado de minas'', ''Neutral''),
(''eua e ue condenam ataque com caminhao que matou quatro pessoas em jerusalem estado de minas'', ''Neutral''),
(''eua trump escolhe formalmente dan coats como diretor nacional estado de minas'', ''Neutral''),
(''exdiretor do governo de minas saiu da agencia de desenvolvimento da regiao metropolitana de bh em maio l'', ''Neutral''),
(''exjogador do america sofre acidente e e internado em mg gerais estado de minas'', ''Neutral''),
(''exodo rural e crescimento desordenado aumentam numero de favelas no interior de minas gerais estado de minas'', ''Neutral''),
(''falo sobre isso na semana que vem diz doria sobre tarifa de transporte nacional estado de minas'', ''Neutral''),
(''falou que o altetico mg e o maior do estado ja sei que tem problema mental'', ''Neutral''),
(''familia do norte filma decapitacao e distribui imagens nacional estado de minas'', ''Neutral''),
(''fbi investiga motivacao de ataque que deixou mortos em aeroproto da florida estado de minas'', ''Neutral''),
(''fezes e pelo de roedor sao encontrados em arroz distribuido na grande bh gerais estado de minas'', ''Neutral''),
(''fiat chrysler anuncia criacao de empregos nos eua internacional estado de minas'', ''Neutral''),
(''fiquem ligados que dia de janeiro acontecera a virada de lote do saiba mais em nosso site'', ''Neutral''),
(''foi midia no mundo todo arrancamos varias cabecas comemora funk de faccao nacional estado de minas'', ''Neutral''),
(''foi muito bom estar com esse povo lindo de governador valadares mg obrigado pr flamarion e'', ''Neutral''),
(''folia de reis devera ser declarada patrimonio cultural imaterial de minas gerais gerais estado de minas'', ''Neutral''),
(''folia de reis e declarada patrimonio cultural imaterial de minas gerais gerais estado de minas'', ''Neutral''),
(''folia de reis e reconhecido como patrimonio imaterial do estado de mg'', ''Neutral''),
(''folias de minas sao reconhecidas como bens imateriais do estado'', ''Neutral''),
(''folias de minas sao reconhecidas como bens imateriais do estado'', ''Neutral''),
(''foquem aqui nessa mulher minha amiga super preparada vem pra governador valad'', ''Neutral''),
(''foruns regionais vao eleger novos prefeitos e vereadores p o colegiado executivo e avancar na participacao popular'', ''Neutral''),
(''freira news cinco aplicativos e sites que vao te auxiliar a aumentar sua estado de minas'', ''Neutral''),
(''fui parar em contagem estado de minas e dahora'', ''Neutral''),
(''funcionario do consulado dos eua baleado no mexico estado de minas'', ''Neutral''),
(''funed investiga cinco mortes por suspeita de febre amarela em minas gerais estado de minas'', ''Neutral''),
(''g sul de minas defesa civil de mg confirma morte pela chuva no estado'', ''Neutral''),
(''gabriel o pensador conta susto que passou em tres coracoes por causa de raio gerais estado de minas'', ''Neutral''),
(''galeria adriana varejao no inhotim em brumadinho bh fotografia de euler junior jornal o estado de minas'', ''Neutral''),
(''garota que morreu em carro arrastado em mg e a vitima do periodo chuvoso gerais estado de minas'', ''Neutral''),
(''gente de minas e tao amorzinho melhor estado'', ''Neutral''),
(''gente isso nao e calor e amostra gratis do inferno so pode sao luis in sao luis estado de minas gerais'', ''Neutral''),
(''gilmar mendes integra comitiva de temer em viagem a lisboa estado de minas'', ''Neutral''),
(''gilmar mendes integra comitiva de temer em viagem a lisboa politica estado de minas'', ''Neutral''),
(''gonzalo tan solo con dos mg me cambia el estado de animo totalmente'', ''Neutral''),
(''governador do am solicita apoio da forca nacional ao ministerio da justica – estado de'', ''Neutral''),
(''governador mandar prender gerente de banco publicoisso sim e ato fascistaprivatiza logo tudo chega destas faccoe'', ''Neutral''),
(''governador valadares registra dois assassinatos em menos de uma hora'', ''Neutral''),
(''governador valadares sera contagiada pelo sertanejo neste fim de semana'', ''Neutral''),
(''governador veta mudanca em codigo de etica dos militares'', ''Neutral''),
(''governo alckmin reajusta em ate tarifa de onibus da emtu estado de minas'', ''Neutral''),
(''governo busca nome para substituir secretario que defendeu massacres politica estado de minas'', ''Neutral''),
(''governo busca nome para substituir secretario que defendeu massacres politica estado de minas'', ''Neutral''),
(''governo calotando deposito judicial e o fim da picada e a pior parte e o argumento do governo de minas dizendo que quem esta errado e o bb'', ''Neutral''),
(''governo de mg investiga mortes por febre amarela'', ''Neutral''),
(''governo de mg recorre ao stf contra o banco do brasil por descumprimento de ordem judicial'', ''Neutral''),
(''governo de minas adquire dois helicopteros para bombeiros pm e defesa civil'', ''Neutral''),
(''governo de minas adquire helicopteros e outros equipamentos para a defesa civil pm e bombeiros'', ''Neutral''),
(''governo de minas aposta nos arranjos produtivos locais'', ''Neutral''),
(''governo de minas cria lei para coibir a depredacao de escolas por alunos'', ''Neutral''),
(''governo de minas diz que chp e regional asseguram assistencia regular a regiao de barbacena'', ''Neutral''),
(''governo de minas emite nota sobre compra de helicopteros'', ''Neutral''),
(''governo de minas entrega maquinas para pavimentacao a prefeituras do alto jequitinhonha'', ''Neutral''),
(''governo de minas gerais reabre teatro historico em pocos de caldas apos reforma e restauro secretaria estadual'', ''Neutral''),
(''governo de minas gerais reconhece folias de reis como patrimonio imaterial do estado confira no link'', ''Neutral''),
(''governo de minas investiga casos suspeitos de febre amarela e malaria no estado'', ''Neutral''),
(''governo de rr pede ajuda federal e secretario fala em heranca maldita nacional estado de minas'', ''Neutral''),
(''governo do amazonas identifica liderancas da familia do norte – estado de minas uol'', ''Neutral''),
(''governo do rio paga nesta quinta parcela de r dos salarios de novembro estado de minas'', ''Neutral''),
(''governo do rio paga nesta quinta parcela de r dos salarios de novembro politica estado de minas'', ''Neutral''),
(''governo expulsa servidores federais em por praticas ilicitas politica estado de minas'', ''Neutral''),
(''governo investiga aumento de casos de febre amarela em mg e alerta oms'', ''Neutral''),
(''governo nomeia secretarios e diretores em cargos nos ministerios politica estado de minas'', ''Neutral''),
(''governo obama quer evitar dominio da china no setor de estado de minas'', ''Neutral''),
(''governo pagou r bilhoes a empreiteiras alvos da lavajato estado de minas'', ''Neutral''),
(''governo psdb temer quer impedir recuperacao dos estados como rj mg e rs ordem e nao permitir emprestimos'', ''Neutral''),
(''governo retoma pentefino em beneficios do inss na proxima semana economia estado de minas'', ''Neutral''),
(''governo retoma pentefino em beneficios do inss na proxima semana estado de minas'', ''Neutral''),
(''governo tira do ar campanha polemica sobre mortes no transito politica estado de minas'', ''Neutral''),
(''gracas a deus em casa viagem cansativa mais vlw a pena caiana in caiana estado de minas gerais'', ''Neutral''),
(''greenfield forca mudancas na funcef economia estado de minas'', ''Neutral''),
(''grupo tortura deficiente mental por ser branco e eleitor do trump internacional estado de mina'', ''Neutral''),
(''grupos de folia de reis comemoram titulo de patrimonio cultural imaterial de minas gerais estado de minas'', ''Neutral''),
(''ha mil vagas de emprego abertas em minas segundo secretaria do trabalho economia estado de minas'', ''Neutral''),
(''ha se tivesse um mil tiradentes ai em minas o estado seria diferente'', ''Neutral''),
(''hablo a todas las que le den mg a este estado sin excepcion por kilos'', ''Neutral''),
(''home home home home hooooome sao pedro do avai in sao pedro do avai estado de minas gerais'', ''Neutral''),
(''homem e morto a tiros apos deixar presidio em governador valadares'', ''Neutral''),
(''hummmmmmmmm azul comeca venda de passagens de bh para buenos aires por r o trecho economia estado de minas'', ''Neutral''),
(''iceberg do tamanho de bali esta prestes a se soltar da antartica estado de minas'', ''Neutral''),
(''identificado autor de massacre em boate de istambul estado de minas'', ''Neutral''),
(''igpm na previa de janeiro fica em ante na de dezembro diz fgv estado de minas'', ''Neutral''),
(''in governador valadares mg'', ''Neutral''),
(''acai mania in governador valadares mg mg'', ''Neutral''),
(''acucena in acucena estado de minas gerais'', ''Neutral''),
(''aeroporto de governador valadares coronel altino machado de oliveira gvr in governador valadares mg mg'', ''Neutral''),
(''antonio dias in antonio dias estado de minas gerais'', ''Neutral''),
(''araujos in araujos estado de minas gerais'', ''Neutral''),
(''atacaforte in governador valadares mg'', ''Neutral''),
(''bairro jardim perola in governador valadares mg w'', ''Neutral''),
(''bairro sao cristovao in governador valadares minas gerais'', ''Neutral''),
(''bairro sao jose in governador valadares minas gerais'', ''Neutral''),
(''bar do toninho in governador valadares minas gerais w'', ''Neutral''),
(''big mais administracao in governador valadares mg w'', ''Neutral''),
(''big mais in governador valadares minas gerais'', ''Neutral''),
(''bradesco precompensa in governador valadares mg'', ''Neutral''),
(''brüder butiquim in governador valadares minas gerais'', ''Neutral''),
(''budegga bar in governador valadares minas gerais'', ''Neutral''),
(''cana verde in cana verde estado de minas gerais'', ''Neutral''),
(''caputira in caputira estado de minas gerais'', ''Neutral''),
(''carvalho de brito in carvalho de brito estado de minas gerais'', ''Neutral''),
(''central de santa helena in central de santa helena estado de minas gerais'', ''Neutral''),
(''minsaude forca nacional do sus reforca ajuda ao estado de minas gerais'', ''Positive''),
(''minsaude a forca nacional do reforca ajuda ao estado de minas gerais'', ''Positive''),
(''surto – notificacoes por febre amarela estao em declinio afirma governo de mg'', ''Positive''),
(''estado de mg expulsa servidores em por atividades ilicitas o'', ''Positive''),
(''governo de minas gerais e estado da alemanha firmam acordo de cooperacao'', ''Positive''),
(''corrupcao corrupcao expulsa servidores do governo de minas em dois anos bhaz'', ''Positive''),
(''corrupcao expulsa servidores do governo de minas em dois anos bhaz'', ''Positive''),
(''estado de minas expulsa servidores por atividades ilicitas'', ''Positive''),
(''fiemg e governo de minas gerais assinam acordo de cooperacao com estado alemao'', ''Positive''),
(''governo de expulsa por – da educacao da pm da pc do cb o'', ''Positive''),
(''governo de mg expulsa servidores em por infracoes disciplinares'', ''Positive''),
(''governo de minas expulsa servidores por corrupcao'', ''Positive''),
(''governo de minas gerais e estado da alemanha firmam acordo de cooperacao – pontal em foco'', ''Positive''),
(''governo de minas gerais lanca programa para inclusao social e produtiva de jovens'', ''Positive''),
(''governo de minas lanca edital de incentivo a inovacao tecnologica e empreendedorismo'', ''Positive''),
(''governo do estado inaugurouhojeunidade de atendimento integrado uaide contagemprimeira do municipio durvalpt'', ''Positive''),
(''mg lei da agricultura familiar completa seis anos com a inclusao de mais de em todo o estado'', ''Positive''),
(''governo de mg expulsa servidores em por infracoes disciplinares'', ''Positive''),
(''noticia notificacoes por febre amarela estao em declinio afirma governo de mg'', ''Positive''),
(''resultado das contas do governo de minas melhora mas continua no vermelho'', ''Positive''),
(''geconomia deficit de mg fecha em r bi menos da metade do previsto pelo governo'', ''Positive''),
(''jornalhojeemdia resultado das contas do governo de minas melhora mas continua no vermelho'', ''Positive''),
(''a uniao tera de repassar ao governo de minas gerais recursos referentes ao fundo de manutencao e desenvolvimento'', ''Positive''),
(''corregedoria geral ministerio publico de minas gerais abriu investigacao sobre a conduta procurador justica do estado romulo paiva filho'', ''Positive''),
(''mg lei da agricultura familiar completa seis anos com a inclusao de mais de agroindustrias no estado'', ''Positive''),
(''o governo de minas expulsou em policiais militar policiais civis e corpo de bomb'', ''Positive''),
(''procuradores do estado de minas recuperam bilhao para os cofres do estado a integra da noticia esta no meu fb'', ''Positive''),
(''em dois anos o governo pimentel mg fez mais positivamente para educacao do que os anos de tucanato dispara dep cristianominas'', ''Positive''),
(''g fernando pimentel entrega viaturas a pm em governador valadares'', ''Positive''),
(''fernando pimentel entrega viaturas a pm em governador valadares'', ''Positive''),
(''valadares recebe novas viaturas do estado'', ''Positive''),
(''rede a inveja do psdb porque mg correu com o psdb de la cade o mensalao mineiro de aecio neves quando governador de mg'', ''Positive''),
(''amanha acontecera a solenidade de entrega de onibus escolares destinados ao atendimento das demandas da educacao do estado de minas gerais'', ''Positive''),
(''cooperacao tecnica governo federal e mg garante renda e qualidade de vida a familias extremamente pobres no campo'', ''Positive''),
(''deputados pressionam temer para grandes obras em mg sairem do papel politica estado de minas'', ''Positive''),
(''detranmg realiza acoes de educacao de transito durante mes de fevereiro gerais estado de minas'', ''Positive''),
(''enquanto o psdb tira onibus escolares de sao paulo o pt coloca mais em minas gerais'', ''Positive''),
(''estado de minas bancada mineira pede a temer recursos para a br n'', ''Positive''),
(''estado de minas deputados pressionam temer para grandes obras em mg sairem do papel'', ''Positive''),
(''fernando pimentel entrega viaturas a pm em governador valadares'', ''Positive''),
(''fernando pimentel recebe governador do rio grande do norte para discutir questao prisional'', ''Positive''),
(''governador de minas gerais marca entrega de viaturas da pm para as h e chegou ao vale do aco duas horas depoisfalta de compromisso'', ''Positive''),
(''governador fernando pimentel entrega veiculos para transporte escolar'', ''Positive''),
(''governador fernando pimentel entrega a viaturas para o territorio vale do aco'', ''Positive''),
(''governo de minas e iveco entregam onibus para escolar a municipios'', ''Positive''),
(''governo de minas entrega veiculos para o transporte de alunos da rede publica de ensino'', ''Positive''),
(''iveco bus entrega onibus ao governo de minas gerais leia'', ''Positive''),
(''iveco entrega onibus escolares para o governo de minas gerais na arte da busologia via busaodenatal'', ''Positive''),
(''iveco faz entrega de onibus escolares ao governo de minas'', ''Positive''),
(''iveco vende onibus ao governo de minas gerais jornauto'', ''Positive''),
(''fernando pimentel entrega viaturas a pm em governador valadares'', ''Positive''),
(''noticia governo de minas e iveco entregam onibus para escolar a municipios'', ''Positive''),
(''para municipios governo de minas e iveco entregam onibus para transporte escolar'', ''Positive''),
(''hospitais em uberaba e uberlandia estao entre os beneficiados'', ''Positive''),
(''caminhodaescola cnhindustrial entrega onibus ore iveco bus ao governo de minas gerais'', ''Positive''),
(''johnnygost fernando pimentel entrega viaturas a pm em governador valadares'', ''Positive''),
(''meilingtamiozzo pimentel mg esta funcionando enquanto estados vizinhos estao em colapso politica estado de minas'', ''Positive''),
(''nilmaaguiar dos grandes centroso estado em melhor situacao salariale mg pouco pra quem perde a vida na mao desses bandidos cada ve'', ''Positive''),
(''otempo governo de minas e iveco entregam onibus para escolar a municipios'', ''Positive''),
(''transitobh detranmg realiza acoes de educacao de transito durante mes de fevereiro gerais estado de minas'', ''Positive''),
(''transitobh google e bhtrans disponibilizam horarios das linhas municipais de bh em tempo real gerais estado de minas'', ''Positive''),
(''chamada inicial para designacao tera inicio no dia de janeiro de'', ''Positive''),
(''secretaria ira implantar novo sistema de designacao em'', ''Positive''),
(''cronograma de designacao em para as escolas publicas estaduais de minas'', ''Positive''),
(''nao deixe de ler alexwellis tambem elogiou a qualidade do ensino em minas gerais'', ''Positive''),
(''os alunos poderao optar por desenhista de produtos graficos analista de midias sociais desenvolvedor de jogos'', ''Positive''),
(''obras de nova escola do senai seguem a todo vapor em para de minas – total fm'', ''Positive''),
(''biblioteca publica preenche ferias escolares com diversao e conhecimento saiba mais'', ''Positive''),
(''fomentar a educacao na zona rural de minas gerais e um dos objetivos da fundamar conheca mais'', ''Positive''),
(''aluno de mestrado em divinopolis desenvolve metodo de diagnostico de cancer de boca'', ''Positive''),
(''iftm abre selecao para professores substitutos em uberlandia'', ''Positive''),
(''ufmg abre concurso para professores'', ''Positive''),
(''contratacao de professores comeca nesta tercafeira em juiz de fora'', ''Positive''),
(''contratacao de professores comeca nesta tercafeira em juiz de fora na primeira chamada serao convocados'', ''Positive''),
(''chamada inicial para designacao tera inicio no dia de janeiro de'', ''Positive''),
(''contratacao de professores comeca nesta tercafeira em juiz de fora'', ''Positive''),
(''elsonrego contratacao de professores comeca nesta tercafeira em juiz de fora'', ''Positive''),
(''chamada inicial para designacao tera inicio no dia de janeiro de'', ''Positive''),
(''aprender uma nova lingua e uma das metas para nao perca tempo escolha uma escola de idiomas e matriculese'', ''Positive''),
(''o uso do radio como ferramenta pedagogicaconfira'', ''Positive''),
(''amanha dia as h no auditorio da escola municipal dr lund a secretaria municipal de saude de lagoa'', ''Positive''),
(''contratacao de professores comeca nesta tercafeira em juiz de fora'', ''Positive''),
(''horta escolar incentiva educacao ambiental e alimentacao saudavel na rede publica estadual'', ''Positive''),
(''chamada inicial para designacao tera inicio no dia de janeiro de'', ''Positive''),
(''bibliotecafoa aluno de mestrado em divinopolis desenvolve metodo de diagnostico de cancer de boca'', ''Positive''),
(''aluno de mestrado em divinopolis desenvolve metodo de diagnostico de cancer de boca'', ''Positive''),
(''processo seletivo para designacao ctpm'', ''Positive''),
(''o jornal estado de minas fez uma materia sobre aplicativos e sites para estudar para o enem o'', ''Positive''),
(''processo seletivo simplificado da secretaria municipal de educacao e cultura de alfenas ensino medio completo'', ''Positive''),
(''curso introdutorio de educacao em valores humanos em brumadinho mg'', ''Positive''),
(''if sudeste de minas gerais abre selecoes para professores'', ''Positive''),
(''representando mais uma ferramenta de monitoramento da educacao da rede estadual em minas a secretaria de estado'', ''Positive''),
(''finalmente educacao implantara diario eletronico em'', ''Positive''),
(''secretaria de educacao de mg abre processo para contratar designados politica estado de minas'', ''Positive''),
(''odelmoleao reuniao c varios secretarios p discutirmos as acoes q serao tomadas no volta as aulas da rede municipal'', ''Positive''),
(''alckmin e doria anunciam integracao das redes de educacao de sao paulo nacional estado de minas'', ''Positive''),
(''remuneracao pode chegar a r para funcoes que exigem ensino fundamental incompleto na prefeitura de luz'', ''Positive''),
(''minas gerais curso de educacao em valores humanos compartilhe'', ''Positive''),
(''secretaria de de mg abre processo para designados'', ''Positive''),
(''saude bucal orienta alunos da escola dona duca'', ''Positive''),
(''escola do legislativo e tema de mestrado na universidade de portugal'', ''Positive''),
(''escola do legislativo e tema de mestrado na universidade de portugal'', ''Positive''),
(''resgate de memoria ferroviaria em minas gerais e o objetivo do projeto de alunos que ja rendeu ate documentario'', ''Positive''),
(''o governo de vai liberar r para obras na est pedro lessa em sao miguel do anta saiba'', ''Positive''),
(''reginaldolopes o governo de vai liberar r para obras na est pedro lessa em sao miguel do anta saiba'', ''Positive''),
(''reginaldolopes o governo de vai liberar r para obras na est pedro lessa em sao miguel do anta saiba'', ''Positive''),
(''processo de designacao de professores estaduais em minas sera feito pela internet'', ''Positive''),
(''voz dogalo expectativa muito boa e um professor novo que tem muito a acrescentar espero que possa ser um ano'', ''Positive''),
(''processo de designacao de professores estaduais em minas sera feito pela internet'', ''Positive''),
(''reginaldolopes o governo de vai liberar r para obras na est pedro lessa em sao miguel do anta saiba'', ''Positive''),
(''secretaria de de mg abre processo para contratar designados'', ''Positive''),
(''reginaldolopes o governo de vai liberar r para obras na est pedro lessa em sao miguel do anta saiba ht'', ''Positive''),
(''aluno de mestrado em divinopolis desenvolve metodo de diagnostico de cancer de boca'', ''Positive''),
(''sem educacao saude cidadania indios nao existem para a sociedade diz'', ''Positive''),
(''junior code aluno de mestrado em divinopolis desenvolve metodo de diagnostico de cancer de boca'', ''Positive''),
(''prefeitura de juiz de fora divulga convocacao para educacao infantil'', ''Positive''),
(''iuripohl prefeitura de juiz de fora divulga convocacao para educacao infantil'', ''Positive''),
(''governo anuncia ensino integral em tres escolas estaduais do triangulo'', ''Positive''),
(''cronograma de designacao em para as escolas publicas estaduais de minas'', ''Positive''),
(''a publicou edital n de vaga de de lingua inglesa'', ''Positive''),
(''umeis de belo horizonte abrem mil vagas educacao estado de minas'', ''Positive''),
(''secretaria de educacao faz reformulacoes para economizar verbas cargos comissionados foram extintos'', ''Positive''),
(''projeto desenvolvido em escola de danca em uberaba gera resultados positivos'', ''Positive''),
(''governo anuncia ensino integral em tres escolas estaduais do triangulo'', ''Positive''),
(''o ibmec mg alcancou um percentual incrivel no exame da oab de nossos alunos foram aprovados saiba mais'', ''Positive''),
(''chamada inicial para designacao tera inicio no dia de janeiro de'', ''Positive''),
(''daniportista a partir de amanha voume empenhar a na escola preciso de subir as notas'', ''Positive''),
(''vpcrlqtfd sei que a escola e o que fara de nos pessoas de sucesso mas acho que tambem exige mt de nos e gnd massacre psicologico'', ''Positive''),
(''sao mais de vagas disponiveis para candidatos de todos os niveis de ensino'', ''Positive''),
(''iuripohl contratacao de professores comeca nesta tercafeira em juiz de fora'', ''Positive''),
(''governo anuncia ensino integral em tres escolas estaduais do triangulo'', ''Positive''),
(''radioalvorada lei que pune aluno que depredar escola e sancionada pelo governador de minas'', ''Positive''),
(''o corenmg lanca hoje o seu programa de educacao permanente faca ja cursos e palestras gratis com certificacao'', ''Positive''),
(''processo seletivo prefeitura de nova serrana mg edital abre vagas na educacao'', ''Positive''),
(''chamada para designacao na educacao de mg'', ''Positive''),
(''alunos desocupam colegio da ufjf para nao afetar conclusao do ano'', ''Positive''),
(''professores da ufjf e do if sudeste decidem pelo fim da greve'', ''Positive''),
(''rafaelc professores da ufjf e do if sudeste decidem pelo fim da greve'', ''Positive''),
(''rafaelc alunos desocupam colegio da ufjf para nao afetar conclusao do ano'', ''Positive''),
(''processo de designacao de professores estaduais em minas sera feito pela internet'', ''Positive''),
(''sao joao nepomuceno encerra inscricoes para processo seletivo vagas sao para profissionais da educacao veja'', ''Positive''),
(''diariopopularrs hospital escola da ufpel inaugura amanha h conteiner data center que armazena e protege dados da instituicao htt'', ''Positive''),
(''secretaria de educacao de formiga abre novo processo seletivo'', ''Positive''),
(''sao mais de vagas disponiveis para candidatos de todos os niveis de ensino'', ''Positive''),
(''passou em lugar morador de rua estudou so na praca e agora e'', ''Positive''),
(''realiza acoes de educacao de durante mes de fevereiro'', ''Positive''),
(''uaitec investe para que minas gerais se torne referencia em tecnologia da informacao'', ''Positive''),
(''a policia civil de minas gerais realiza acoes de educacao de transito em bh incentivando motoristas e pedestres'', ''Positive''),
(''a policia civil por meio do departamento de transito de minas gerais detranmg realiza acoes de educacao de'', ''Positive''),
(''apae de para de minas reiniciara transporte de alunos apos prefeitura liberar o abastecimento dos veiculos'', ''Positive''),
(''caminho da escola ​prefeitos de municipios de minas gerais receberam onibus escolares na manha desta'', ''Positive''),
(''detranmg realiza acoes de educacao de transito durante mes de fevereiro gerais estado de minas'', ''Positive''),
(''realiza acoes de educacao de durante mes de fevereiro'', ''Positive''),
(''gestores da educacao de ouro preto mg definem atuacao para'', ''Positive''),
(''gestores da educacao de ouro preto mg definem atuacao para'', ''Positive''),
(''governo de minas entrega veiculos para o transporte de alunos da rede publica de ensino'', ''Positive''),
(''nutricionista da dicas de lanches saudaveis e simples para as criancas levarem a escola g grande minas mg'', ''Positive''),
